"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood) [µmol/l]"
0,0,0
0,3,0.003071365
0,6,0.03828144
0,9,0.1186391
0,12,0.2374971
0,15,0.3826931
0,18,0.5396096
0,21,0.6947458
0,24,0.8377063
0,27,0.961681
0,30,1.06314
0,33,1.141173
0,36,1.196733
0,39,1.231941
0,42,1.24953
0,45,1.25242
0,48,1.243448
0,51,1.225198
0,54,1.199929
0,57,1.169549
0,60,1.135627
0,63,1.099428
0,66,1.061953
0,69,1.023977
0,72,0.98609
0,75,0.9487339
0,78,0.9122297
0,81,0.8768032
0,84,0.8426062
0,87,0.8097328
0,90,0.7782332
0,93,0.7481245
0,96,0.7193995
0,99,0.6920325
0,102,0.6659855
0,105,0.6412112
0,108,0.6176573
0,111,0.5952678
0,114,0.5739852
0,117,0.5537519
0,120,0.5345111
0,135,0.4513307
0,150,0.3856358
0,165,0.3328933
0,180,0.2898667
0,195,0.2542669
0,210,0.2244585
0,225,0.1992519
0,240,0.1777624
0,255,0.1593168
0,270,0.1433916
0,285,0.1295724
0,300,0.1175274
0,315,0.1069864
0,330,0.09772711
0,345,0.08956545
0,360,0.08234774
0,375,0.07594491
0,390,0.07024798
0,405,0.06516466
0,420,0.06061632
0,435,0.05653569
0,450,0.05286504
0,465,0.04955478
0,480,0.04656215
0,495,0.04385011
0,510,0.04138647
0,525,0.03914318
0,540,0.0370958
0,555,0.03522293
0,570,0.0335058
0,585,0.03192789
0,600,0.03047468
0,615,0.02913331
0,630,0.02789245
0,645,0.02674204
0,660,0.02567316
0,675,0.02467788
0,690,0.02374915
0,705,0.02288068
0,720,0.02206687
0,735,0.02130272
0,750,0.02058374
0,765,0.01990595
0,780,0.01926575
0,795,0.01865993
0,810,0.01808562
0,825,0.01754023
0,840,0.01702143
0,855,0.01652715
0,870,0.01605549
0,885,0.01560478
0,900,0.01517348
0,915,0.01476022
0,930,0.01436376
0,945,0.01398298
0,960,0.01361686
0,975,0.01326448
0,990,0.012925
0,1005,0.01259766
0,1020,0.01228178
0,1035,0.01197672
0,1050,0.0116819
0,1065,0.0113968
0,1080,0.01112094
0,1095,0.01085386
0,1110,0.01059516
0,1125,0.01034445
0,1140,0.01010139
0,1155,0.009865647
0,1170,0.009636922
0,1185,0.009414927
0,1200,0.0091994
0,1215,0.008990088
0,1230,0.00878676
0,1245,0.008589195
0,1260,0.008397182
0,1275,0.008210526
0,1290,0.008029038
0,1305,0.007852539
0,1320,0.00768086
0,1335,0.007513839
0,1350,0.007351319
0,1365,0.007193153
0,1380,0.007039198
0,1395,0.006889318
0,1410,0.00674338
0,1425,0.006601259
0,1440,0.006462833
0,1455,0.006327984
0,1470,0.0061966
0,1485,0.006068571
0,1500,0.005943792
0,1515,0.005822162
0,1530,0.005703582
0,1545,0.005587958
0,1560,0.005475198
0,1575,0.005365213
0,1590,0.005257918
0,1605,0.005153231
0,1620,0.00505107
0,1635,0.00495136
0,1650,0.004854026
0,1665,0.004758994
0,1680,0.004666197
0,1695,0.004575565
0,1710,0.004487035
0,1725,0.004400543
0,1740,0.004316029
0,1755,0.004233434
0,1770,0.004152701
0,1785,0.004073776
0,1800,0.003996606
0,1815,0.00392114
0,1830,0.003847329
0,1845,0.003775125
0,1860,0.003704482
0,1875,0.003635357
0,1890,0.003567706
0,1905,0.003501488
0,1920,0.003436664
