"Time","Fraction dissolved","Fraction absorbed to mucosa","Fraction absorbed to portal vein","Fraction absorbed to venous blood","Fraction excrected to feces"
0,0,0,0,0,0
3,0.203303098678589,0.00361859006807208,0.00157408202852076,0.000503520484389047,1.90881383211143e-24
6,0.211546495556831,0.0123750222846866,0.00751771842683208,0.00424221886114611,5.20370437627873e-21
9,0.216290846467018,0.0254431590437889,0.0173554605300698,0.011731332280723,4.65344463963331e-19
12,0.219621255993843,0.0418523102998734,0.0304145205378154,0.0224875421392807,1.04415579477191e-17
15,0.222183763980865,0.060294084250927,0.045650579086356,0.0356844288285051,1.10553575605329e-16
18,0.224263936281204,0.0795159861445427,0.0619515167161623,0.0503084845817155,7.31458742672799e-16
21,0.226013034582138,0.0984965115785599,0.078355572593068,0.065407009618836,3.51092255549063e-15
24,0.227520942687988,0.116493754088879,0.0941311436499677,0.0802113185357173,1.33235970203155e-14
27,0.228845447301865,0.133032709360123,0.108784935734287,0.0941715609868214,4.23261008490258e-14
30,0.230025753378868,0.14786484837532,0.122034675415732,0.10694423940873,1.16985129808116e-13
33,0.231089800596237,0.160915791988373,0.133766133520514,0.11835862406217,2.89032524043026e-13
36,0.232058152556419,0.172233030200005,0.143986181366749,0.128374206487179,6.51004044508602e-13
39,0.232946395874023,0.181939691305161,0.152780962078993,0.137039999260787,1.35744605660182e-12
42,0.233766570687294,0.190199807286263,0.160281894251818,0.144460173049019,2.65155258860617e-12
45,0.234528213739395,0.197192385792732,0.166640152181609,0.150766940065145,4.8972072057285e-12
48,0.235238999128342,0.203094154596329,0.172009591939023,0.156101475433763,8.61623793146915e-12
51,0.235905200242996,0.208069816231728,0.176536189564982,0.160601756494106,1.45299276083088e-11
54,0.236531987786293,0.212266951799393,0.180352229323589,0.16439525705781,2.36038515122328e-11
57,0.23712369799614,0.215814158320427,0.183574000194711,0.167595552543342,3.70950249684032e-11
60,0.237683981657028,0.218821331858635,0.186301498134522,0.170301240273117,5.66000891988327e-11
63,0.23821596801281,0.221381157636642,0.188619354259721,0.172596377076339,8.41034394905016e-11
66,0.238722309470177,0.223570987582207,0.190598372285096,0.174551655412837,1.22024154669553e-10
69,0.239205345511436,0.225454866886139,0.192297358402687,0.1762259418702,1.73260739089187e-10
72,0.23966708779335,0.227085635066032,0.19376482401243,0.177667967179566,2.4123289477096e-10
75,0.240109294652939,0.228506699204445,0.195040630176388,0.17891786047447,3.29919369601583e-10
78,0.240533515810966,0.229753643274307,0.196157547307308,0.180008578652157,4.4389208975204e-10
81,0.240941166877747,0.230855673551559,0.19714239102876,0.180967125939843,5.8834548344322e-10
84,0.241333439946175,0.231836721301079,0.19801711565244,0.181815655848574,7.69120267474221e-10
87,0.241711437702179,0.232716396450996,0.198799710575256,0.182572297638637,9.92722570813953e-10
90,0.24207615852356,0.233510792255402,0.199504931383341,0.183251900138413,1.26633803443355e-09
93,0.242428481578827,0.234233111143112,0.20014490592668,0.183866686559279,1.59784152575781e-09
96,0.242769196629524,0.234894245862961,0.200729609006926,0.18442665077517,1.99580130200161e-09
99,0.243099048733711,0.235503226518631,0.201267273490966,0.184940059559243,2.46947795545793e-09
102,0.243418678641319,0.236067488789558,0.201764699705657,0.185413751382911,3.02882163794038e-09
105,0.243728697299957,0.236593201756477,0.202227507615728,0.185853371640611,3.6844607365083e-09
108,0.244029656052589,0.237085521221161,0.202660412312254,0.186263599398001,4.44769154839264e-09
111,0.244322061538696,0.237548753619194,0.20306729606348,0.18664834023389,5.330461405606e-09
114,0.244606375694275,0.237986460328102,0.203451437182167,0.187010849150474,6.34534913501739e-09
117,0.244883030653,0.238401710987091,0.20381558419556,0.187353870436715,7.50554374207013e-09
120,0.245152413845062,0.238797023892403,0.204162025777079,0.187679694885176,8.82481909769695e-09
135,0.246402204036713,0.240540057420731,0.205687825010184,0.189109340166654,1.83269506237593e-08
150,0.247515365481377,0.242004528641701,0.206969164254049,0.190304608336792,3.41574519779897e-08
165,0.248518422245979,0.243278801441193,0.2080847526829,0.191342638285554,5.85115067508468e-08
180,0.249430865049362,0.244410812854767,0.209076973137847,0.192264477794554,9.37065820494354e-08
195,0.25026747584343,0.245429858565331,0.209971458761195,0.193094681362789,1.42081674425754e-07
210,0.251039654016495,0.246355667710304,0.210785374603591,0.193849534596957,2.05910211548144e-07
225,0.251756519079208,0.247202575206757,0.211531073144079,0.194540754233481,2.87331431536586e-07
240,0.252425283193588,0.24798159301281,0.212218132904749,0.195177319077252,3.88301458542628e-07
255,0.253051906824112,0.248701557517052,0.212854104388744,0.195766330373298,5.10564063915808e-07
270,0.253641307353973,0.249369755387306,0.213445315354243,0.196313679336532,6.55638643820566e-07
285,0.25419756770134,0.249992325901985,0.213997057298958,0.196824303567944,8.24823530365393e-07
300,0.254724144935608,0.250574499368668,0.214513824923189,0.19730241592194,1.01921295936336e-06
315,0.255223989486694,0.251120835542679,0.214999578903438,0.197751707943981,1.23972245091863e-06
330,0.255699634552002,0.251635313034058,0.215457737415839,0.198175330798304,1.48712081227131e-06
345,0.256153285503387,0.252121418714523,0.215891354144096,0.198576147445826,1.76206697233283e-06
360,0.256586849689484,0.252582252025604,0.216303092849771,0.198956630925324,2.06514823730686e-06
375,0.257001996040344,0.25302055478096,0.216695346044247,0.199319016931669,2.3969182620931e-06
390,0.257400155067444,0.253438770771027,0.217070243465287,0.19966523388413,2.75793331638852e-06
405,0.257782697677612,0.253839075565338,0.217429622409055,0.199997072457745,3.14878593599133e-06
420,0.258150726556778,0.254223346710205,0.217775207857184,0.200316056315651,3.57013414031826e-06
