"Time","mean","median","lowPerc","highPerc","legendMean","legendMedian","legendRange","Path"
20,48.7163118492923,43.6856730901606,25.547406617082,90.2508662057854,"Simulated mean for Raltegravir","Simulated median for Raltegravir","Simulated [5-95th] percentiles for Raltegravir","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
20.25,47.7379350706058,42.8096611539055,25.1653890442929,86.8944829281203,"Simulated mean for Raltegravir","Simulated median for Raltegravir","Simulated [5-95th] percentiles for Raltegravir","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
20.5,46.7887019917073,41.9608073475555,24.7960581789815,83.6371827861883,"Simulated mean for Raltegravir","Simulated median for Raltegravir","Simulated [5-95th] percentiles for Raltegravir","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
20.75,45.866864237622,41.1157050848756,24.4384698440272,80.5478018051552,"Simulated mean for Raltegravir","Simulated median for Raltegravir","Simulated [5-95th] percentiles for Raltegravir","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
21,44.965322103011,40.347249541416,24.0917475755205,79.533004937873,"Simulated mean for Raltegravir","Simulated median for Raltegravir","Simulated [5-95th] percentiles for Raltegravir","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
21.25,44.0812553243586,39.7277862402562,23.755088003397,78.5735252939063,"Simulated mean for Raltegravir","Simulated median for Raltegravir","Simulated [5-95th] percentiles for Raltegravir","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
21.5,43.2104154191827,39.2048846268993,23.4277580369519,77.6236685415674,"Simulated mean for Raltegravir","Simulated median for Raltegravir","Simulated [5-95th] percentiles for Raltegravir","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
21.75,42.3539150198413,38.6352228196237,23.1090771501368,76.6830098590972,"Simulated mean for Raltegravir","Simulated median for Raltegravir","Simulated [5-95th] percentiles for Raltegravir","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
22,41.5139203530776,38.0072134158932,22.798421768846,75.7511244247369,"Simulated mean for Raltegravir","Simulated median for Raltegravir","Simulated [5-95th] percentiles for Raltegravir","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
22.25,40.6908656774548,37.3541468129359,22.4444781926692,74.3057728570218,"Simulated mean for Raltegravir","Simulated median for Raltegravir","Simulated [5-95th] percentiles for Raltegravir","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
22.5,39.8825176821394,36.7103812569067,22.0017029132319,72.5394868273619,"Simulated mean for Raltegravir","Simulated median for Raltegravir","Simulated [5-95th] percentiles for Raltegravir","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
22.75,39.0900919103254,36.0205276723295,21.5705046889577,70.813665484136,"Simulated mean for Raltegravir","Simulated median for Raltegravir","Simulated [5-95th] percentiles for Raltegravir","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
23,38.314545154651,35.1880359604597,21.1504893263125,69.1310888768283,"Simulated mean for Raltegravir","Simulated median for Raltegravir","Simulated [5-95th] percentiles for Raltegravir","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
23.25,37.5563017070895,34.5589404964257,20.7412789392229,67.4928079674519,"Simulated mean for Raltegravir","Simulated median for Raltegravir","Simulated [5-95th] percentiles for Raltegravir","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
23.5,36.8154898254028,33.9499570149623,20.342497297195,65.8990065253568,"Simulated mean for Raltegravir","Simulated median for Raltegravir","Simulated [5-95th] percentiles for Raltegravir","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
23.75,36.0920412665943,33.2577342957903,19.9538006190977,64.349199465682,"Simulated mean for Raltegravir","Simulated median for Raltegravir","Simulated [5-95th] percentiles for Raltegravir","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
24,35.3857718308631,32.3481521693323,19.5748376736911,62.6760116510281,"Simulated mean for Raltegravir","Simulated median for Raltegravir","Simulated [5-95th] percentiles for Raltegravir","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
