"Population","N","5th percentile","25th percentile","50th percentile","75th percentile","95th percentile","mean","standard deviation","geo mean","geo standard deviation"
"Larson 2013 8y-18y 400mg FCT meal",497,3.88344497680664,4.60914408365885,5.32384999593099,6.22188466389974,10.3092803955078,6.26300646643124,5.56438126507432,5.63813590706895,1.43688770511854
"Filmcoated_tablet_400mg_sd",100,4.43107627868652,4.80307095845541,5.19911931355795,5.68245735168457,6.69758819580078,5.43841982014974,1.53907551820473,5.31861385892217,1.20624901554439
