"Population","N","5th percentile","25th percentile","50th percentile","75th percentile","95th percentile","mean","standard deviation","geo mean","geo standard deviation"
"Larson 2013 8y-18y 400mg FCT meal",497,5.48210646957159,7.47460732236505,9.20298974961042,11.1931348219514,14.7088527679444,9.49490511643755,2.83754222467704,9.07949057199629,1.35316617394068
"Filmcoated_tablet_400mg_sd",100,5.88309795130044,7.46793497819453,9.03098238632083,10.289816185832,13.4880781639368,9.20076684094966,2.5019419091229,8.8876142181622,1.30050637499113
